cbsa,metro_name,yr,qtr,index_nsa,index_sa
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2012,4,245.13,245.05
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2013,1,247.88,251.29
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2013,2,264.84,261.81
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2013,3,266.63,264.07
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2013,4,268.66,269.01
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2014,1,272.23,275.59
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2014,2,283.71,280.43
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2014,3,291.38,288.68
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2014,4,294.67,295.49
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2015,1,299.55,302.40
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2015,2,312.72,309.53
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2015,3,317.96,315.15
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2015,4,317.19,318.32
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2016,1,324.45,326.57
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2016,2,334.47,331.57
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2016,3,349.10,346.34
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2016,4,351.73,353.17
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2017,1,354.85,355.98
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2017,2,363.36,360.76
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2017,3,369.21,366.94
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2017,4,373.26,374.67
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2018,1,381.23,381.44
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2018,2,389.31,386.83
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2018,3,395.31,393.72
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2018,4,398.09,399.40
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2019,1,406.48,405.88
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2019,2,405.73,403.23
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2019,3,418.75,417.92
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2019,4,416.23,417.45
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2020,1,428.69,427.46
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2020,2,438.85,436.09
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2020,3,446.37,446.19
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2020,4,465.82,466.95
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2021,1,487.31,485.79
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2021,2,511.51,507.91
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2021,3,541.21,541.68
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2021,4,573.27,574.27
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2022,1,592.26,590.61
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2022,2,645.18,640.42
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2022,3,649.35,650.19
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2022,4,648.59,649.22
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2023,1,682.19,680.94
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2023,2,697.71,692.27
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2023,3,709.58,710.42
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2023,4,741.55,742.16
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2024,1,758.81,757.65
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2024,2,787.85,781.88
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2024,3,789.90,790.57
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2024,4,791.56,792.01
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2025,1,795.76,794.85
33124,"Miami-Miami Beach-Kendall, FL (MSAD)",2025,2,805.56,799.47
33340,"Milwaukee-Waukesha, WI",1991,1,100.00,100.00
33340,"Milwaukee-Waukesha, WI",1991,2,102.90,101.14
33340,"Milwaukee-Waukesha, WI",1991,3,104.06,102.48
33340,"Milwaukee-Waukesha, WI",1991,4,104.13,103.42
33340,"Milwaukee-Waukesha, WI",1992,1,105.59,105.58
33340,"Milwaukee-Waukesha, WI",1992,2,109.68,107.83
33340,"Milwaukee-Waukesha, WI",1992,3,111.68,109.97
33340,"Milwaukee-Waukesha, WI",1992,4,112.79,112.00
33340,"Milwaukee-Waukesha, WI",1993,1,113.18,113.17
33340,"Milwaukee-Waukesha, WI",1993,2,117.31,115.37
33340,"Milwaukee-Waukesha, WI",1993,3,119.46,117.61
33340,"Milwaukee-Waukesha, WI",1993,4,121.29,120.41
33340,"Milwaukee-Waukesha, WI",1994,1,123.85,123.84
33340,"Milwaukee-Waukesha, WI",1994,2,126.68,124.66
33340,"Milwaukee-Waukesha, WI",1994,3,126.68,124.67
33340,"Milwaukee-Waukesha, WI",1994,4,126.54,125.62
33340,"Milwaukee-Waukesha, WI",1995,1,126.02,125.98
33340,"Milwaukee-Waukesha, WI",1995,2,128.98,126.99
33340,"Milwaukee-Waukesha, WI",1995,3,131.18,129.04
33340,"Milwaukee-Waukesha, WI",1995,4,130.82,129.88
33340,"Milwaukee-Waukesha, WI",1996,1,130.59,130.52
33340,"Milwaukee-Waukesha, WI",1996,2,133.85,131.89
33340,"Milwaukee-Waukesha, WI",1996,3,134.87,132.55
33340,"Milwaukee-Waukesha, WI",1996,4,133.43,132.55
33340,"Milwaukee-Waukesha, WI",1997,1,134.67,134.55
33340,"Milwaukee-Waukesha, WI",1997,2,135.98,134.08
33340,"Milwaukee-Waukesha, WI",1997,3,137.64,135.13
33340,"Milwaukee-Waukesha, WI",1997,4,137.91,137.12
33340,"Milwaukee-Waukesha, WI",1998,1,138.90,138.74
33340,"Milwaukee-Waukesha, WI",1998,2,142.47,140.51
33340,"Milwaukee-Waukesha, WI",1998,3,144.88,142.12
33340,"Milwaukee-Waukesha, WI",1998,4,144.83,144.10
33340,"Milwaukee-Waukesha, WI",1999,1,146.20,146.02
33340,"Milwaukee-Waukesha, WI",1999,2,149.99,147.93
33340,"Milwaukee-Waukesha, WI",1999,3,153.39,150.38
33340,"Milwaukee-Waukesha, WI",1999,4,153.11,152.40
33340,"Milwaukee-Waukesha, WI",2000,1,155.87,155.76
33340,"Milwaukee-Waukesha, WI",2000,2,159.82,157.58
33340,"Milwaukee-Waukesha, WI",2000,3,163.70,160.43
33340,"Milwaukee-Waukesha, WI",2000,4,162.57,161.82
33340,"Milwaukee-Waukesha, WI",2001,1,165.07,165.05
33340,"Milwaukee-Waukesha, WI",2001,2,170.69,168.24
33340,"Milwaukee-Waukesha, WI",2001,3,172.71,169.23
33340,"Milwaukee-Waukesha, WI",2001,4,174.11,173.29
33340,"Milwaukee-Waukesha, WI",2002,1,174.47,174.57
33340,"Milwaukee-Waukesha, WI",2002,2,180.27,177.58
33340,"Milwaukee-Waukesha, WI",2002,3,186.10,182.38
33340,"Milwaukee-Waukesha, WI",2002,4,186.92,186.01
33340,"Milwaukee-Waukesha, WI",2003,1,188.47,188.64
33340,"Milwaukee-Waukesha, WI",2003,2,196.57,193.59
33340,"Milwaukee-Waukesha, WI",2003,3,200.63,196.59
33340,"Milwaukee-Waukesha, WI",2003,4,202.34,201.44
33340,"Milwaukee-Waukesha, WI",2004,1,206.43,206.64
33340,"Milwaukee-Waukesha, WI",2004,2,212.07,208.67
33340,"Milwaukee-Waukesha, WI",2004,3,217.22,212.86
33340,"Milwaukee-Waukesha, WI",2004,4,217.72,216.99
33340,"Milwaukee-Waukesha, WI",2005,1,219.84,220.02
33340,"Milwaukee-Waukesha, WI",2005,2,227.49,223.66
33340,"Milwaukee-Waukesha, WI",2005,3,232.71,227.93
33340,"Milwaukee-Waukesha, WI",2005,4,230.98,230.59
33340,"Milwaukee-Waukesha, WI",2006,1,231.31,231.45
33340,"Milwaukee-Waukesha, WI",2006,2,234.72,230.57
33340,"Milwaukee-Waukesha, WI",2006,3,235.89,230.87
33340,"Milwaukee-Waukesha, WI",2006,4,231.19,231.19
33340,"Milwaukee-Waukesha, WI",2007,1,233.76,233.98
33340,"Milwaukee-Waukesha, WI",2007,2,239.18,234.68
33340,"Milwaukee-Waukesha, WI",2007,3,236.21,230.98
33340,"Milwaukee-Waukesha, WI",2007,4,228.81,229.04
33340,"Milwaukee-Waukesha, WI",2008,1,225.02,225.64
33340,"Milwaukee-Waukesha, WI",2008,2,227.44,222.73
33340,"Milwaukee-Waukesha, WI",2008,3,224.62,219.53
33340,"Milwaukee-Waukesha, WI",2008,4,215.32,215.56
33340,"Milwaukee-Waukesha, WI",2009,1,213.89,215.07
33340,"Milwaukee-Waukesha, WI",2009,2,212.26,207.44
33340,"Milwaukee-Waukesha, WI",2009,3,216.17,211.08
33340,"Milwaukee-Waukesha, WI",2009,4,208.17,208.35
33340,"Milwaukee-Waukesha, WI",2010,1,205.88,207.70
33340,"Milwaukee-Waukesha, WI",2010,2,210.69,205.59
33340,"Milwaukee-Waukesha, WI",2010,3,204.98,199.86
33340,"Milwaukee-Waukesha, WI",2010,4,201.07,201.21
33340,"Milwaukee-Waukesha, WI",2011,1,190.63,192.88
33340,"Milwaukee-Waukesha, WI",2011,2,198.95,193.90
33340,"Milwaukee-Waukesha, WI",2011,3,195.01,189.93
33340,"Milwaukee-Waukesha, WI",2011,4,188.76,188.85
33340,"Milwaukee-Waukesha, WI",2012,1,185.28,187.87
33340,"Milwaukee-Waukesha, WI",2012,2,192.85,187.79
33340,"Milwaukee-Waukesha, WI",2012,3,196.02,190.81
33340,"Milwaukee-Waukesha, WI",2012,4,190.35,190.40
33340,"Milwaukee-Waukesha, WI",2013,1,189.92,192.72
33340,"Milwaukee-Waukesha, WI",2013,2,202.97,197.61
33340,"Milwaukee-Waukesha, WI",2013,3,206.67,201.16
33340,"Milwaukee-Waukesha, WI",2013,4,201.49,201.54
33340,"Milwaukee-Waukesha, WI",2014,1,199.73,202.61
33340,"Milwaukee-Waukesha, WI",2014,2,208.42,202.98
33340,"Milwaukee-Waukesha, WI",2014,3,210.61,205.03
33340,"Milwaukee-Waukesha, WI",2014,4,208.84,208.93
33340,"Milwaukee-Waukesha, WI",2015,1,209.25,212.05
33340,"Milwaukee-Waukesha, WI",2015,2,217.64,212.01
33340,"Milwaukee-Waukesha, WI",2015,3,218.53,212.95
33340,"Milwaukee-Waukesha, WI",2015,4,216.00,216.04
33340,"Milwaukee-Waukesha, WI",2016,1,214.57,217.26
33340,"Milwaukee-Waukesha, WI",2016,2,227.53,221.62
33340,"Milwaukee-Waukesha, WI",2016,3,230.32,224.67
33340,"Milwaukee-Waukesha, WI",2016,4,227.85,227.88
33340,"Milwaukee-Waukesha, WI",2017,1,227.74,230.35
33340,"Milwaukee-Waukesha, WI",2017,2,239.35,233.22
33340,"Milwaukee-Waukesha, WI",2017,3,241.95,236.09
33340,"Milwaukee-Waukesha, WI",2017,4,235.97,236.13
33340,"Milwaukee-Waukesha, WI",2018,1,242.69,245.21
33340,"Milwaukee-Waukesha, WI",2018,2,253.79,247.30
33340,"Milwaukee-Waukesha, WI",2018,3,256.18,250.00
33340,"Milwaukee-Waukesha, WI",2018,4,253.78,254.33
33340,"Milwaukee-Waukesha, WI",2019,1,254.26,256.50
33340,"Milwaukee-Waukesha, WI",2019,2,267.50,260.55
33340,"Milwaukee-Waukesha, WI",2019,3,272.47,266.04
33340,"Milwaukee-Waukesha, WI",2019,4,269.46,270.52
33340,"Milwaukee-Waukesha, WI",2020,1,272.02,273.89
33340,"Milwaukee-Waukesha, WI",2020,2,283.99,276.40
33340,"Milwaukee-Waukesha, WI",2020,3,295.67,288.93
33340,"Milwaukee-Waukesha, WI",2020,4,297.93,299.75
33340,"Milwaukee-Waukesha, WI",2021,1,308.47,309.85
33340,"Milwaukee-Waukesha, WI",2021,2,329.73,320.66
33340,"Milwaukee-Waukesha, WI",2021,3,333.61,326.42
33340,"Milwaukee-Waukesha, WI",2021,4,330.42,333.08
33340,"Milwaukee-Waukesha, WI",2022,1,343.57,344.28
33340,"Milwaukee-Waukesha, WI",2022,2,368.66,358.23
33340,"Milwaukee-Waukesha, WI",2022,3,366.80,359.35
33340,"Milwaukee-Waukesha, WI",2022,4,363.96,367.59
33340,"Milwaukee-Waukesha, WI",2023,1,374.18,374.03
33340,"Milwaukee-Waukesha, WI",2023,2,392.66,381.36
33340,"Milwaukee-Waukesha, WI",2023,3,399.21,391.65
33340,"Milwaukee-Waukesha, WI",2023,4,392.20,396.47
33340,"Milwaukee-Waukesha, WI",2024,1,412.67,411.75
33340,"Milwaukee-Waukesha, WI",2024,2,424.17,412.00
33340,"Milwaukee-Waukesha, WI",2024,3,423.54,415.83
33340,"Milwaukee-Waukesha, WI",2024,4,418.51,423.29
33340,"Milwaukee-Waukesha, WI",2025,1,431.94,430.41
33340,"Milwaukee-Waukesha, WI",2025,2,447.47,434.85
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1991,1,100.00,100.00
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1991,2,98.82,98.81
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1991,3,99.22,98.75
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1991,4,100.24,100.20
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1992,1,101.03,101.13
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1992,2,101.88,101.78
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1992,3,103.54,103.03
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1992,4,103.83,103.79
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1993,1,104.46,104.73
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1993,2,106.78,106.57
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1993,3,108.30,107.71
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1993,4,108.67,108.62
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1994,1,110.49,110.94
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1994,2,112.25,111.92
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1994,3,112.94,112.28
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1994,4,113.21,113.13
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1995,1,113.04,113.63
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1995,2,115.28,114.93
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1995,3,117.81,117.01
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1995,4,118.23,118.21
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1996,1,118.77,119.44
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1996,2,121.52,121.13
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1996,3,122.80,121.89
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1996,4,123.95,124.00
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1997,1,124.39,125.13
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1997,2,126.04,125.58
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1997,3,127.91,126.84
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1997,4,127.62,127.86
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1998,1,129.61,130.42
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1998,2,133.37,132.72
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1998,3,136.92,135.75
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1998,4,139.17,139.56
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1999,1,141.71,142.68
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1999,2,148.06,147.16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1999,3,152.32,150.91
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1999,4,153.67,154.30
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2000,1,158.55,159.70
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2000,2,165.44,164.31
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2000,3,170.48,168.85
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2000,4,173.65,174.45
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2001,1,178.79,180.11
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2001,2,186.58,185.29
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2001,3,192.48,190.58
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2001,4,193.20,194.12
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2002,1,197.04,198.48
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2002,2,205.49,204.11
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2002,3,211.14,209.15
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2002,4,212.96,213.82
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2003,1,217.00,218.56
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2003,2,224.04,222.64
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2003,3,228.59,226.53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2003,4,231.54,232.28
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2004,1,234.77,236.45
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2004,2,241.81,240.38
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2004,3,246.57,244.39
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2004,4,247.67,248.38
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2005,1,249.70,251.54
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2005,2,256.06,254.56
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2005,3,260.39,257.96
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2005,4,259.24,259.97
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2006,1,259.83,262.04
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2006,2,261.82,260.26
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2006,3,260.88,258.03
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2006,4,256.43,257.09
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2007,1,255.21,258.20
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2007,2,256.41,254.66
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2007,3,251.71,248.39
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2007,4,242.63,242.99
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2008,1,232.76,236.77
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2008,2,229.29,227.35
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2008,3,224.89,221.24
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2008,4,213.19,213.29
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2009,1,201.55,206.36
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2009,2,208.52,206.19
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2009,3,209.53,205.63
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2009,4,206.46,206.48
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,1,198.96,204.70
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,2,208.08,205.29
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,3,204.17,200.05
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,4,193.86,193.96
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2011,1,183.44,189.19
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2011,2,189.18,186.39
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2011,3,190.90,186.87
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2011,4,187.43,187.83
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2012,1,181.76,187.33
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2012,2,197.14,194.08
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2012,3,202.85,198.62
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2012,4,203.66,204.52
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013,1,201.81,207.54
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013,2,215.74,212.20
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013,3,222.66,218.23
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2013,4,218.48,220.11
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2014,1,219.05,224.38
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2014,2,228.54,224.53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2014,3,229.33,225.27
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2014,4,225.46,227.77
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,1,224.97,229.53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,2,238.71,234.28
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,3,241.17,237.45
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,4,238.12,241.23
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2016,1,240.87,244.60
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2016,2,252.16,247.50
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2016,3,255.42,252.01
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2016,4,252.17,255.90
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2017,1,258.25,261.22
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2017,2,269.79,264.96
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2017,3,271.33,268.22
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2017,4,269.36,273.53
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,1,276.56,278.81
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,2,287.97,283.17
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,3,289.95,287.02
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,4,285.22,289.51
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,1,292.89,294.88
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,2,301.12,296.13
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,3,303.48,300.86
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,4,301.71,306.06
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,1,308.29,310.33
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,2,319.29,313.73
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,3,326.99,324.46
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,4,331.82,336.71
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2021,1,343.56,346.07
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2021,2,364.43,357.33
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2021,3,367.77,365.09
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2021,4,368.58,374.50
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022,1,381.05,383.87
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022,2,399.97,391.75
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022,3,390.08,387.09
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2022,4,379.52,386.00
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2023,1,386.46,389.31
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2023,2,406.89,398.60
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2023,3,403.74,400.45
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2023,4,395.00,401.74
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2024,1,401.10,403.82
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2024,2,414.56,406.71
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2024,3,415.77,412.26
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2024,4,411.32,417.93
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2025,1,417.55,420.29
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2025,2,428.22,420.60
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1991,1,100.00,100.00
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1991,2,99.92,99.16
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1991,3,99.61,98.90
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1991,4,100.69,100.16
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1992,1,100.61,100.64
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1992,2,100.61,99.85
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1992,3,100.70,99.94
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1992,4,100.73,100.22
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1993,1,99.51,99.62
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1993,2,100.68,99.87
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1993,3,100.53,99.68
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1993,4,99.81,99.36
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1994,1,99.46,99.65
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1994,2,101.20,100.34
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1994,3,100.99,100.06
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1994,4,100.00,99.59
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1995,1,99.78,100.06
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1995,2,100.25,99.35
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1995,3,100.69,99.70
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1995,4,99.94,99.56
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1996,1,99.07,99.38
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1996,2,100.73,99.82
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1996,3,101.00,99.98
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1996,4,100.50,100.12
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1997,1,100.41,100.73
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1997,2,101.78,100.87
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1997,3,102.25,101.21
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1997,4,102.42,102.03
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1998,1,102.09,102.42
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1998,2,104.47,103.56
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1998,3,105.18,104.05
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1998,4,106.73,106.33
33874,"Montgomery County-Bucks County-Chester County, PA (MSAD)",1999,1,107.26,107.64
